id,Company,Title,Location,Responsibilities,Minimum Qualifications,Preferred Qualifications
292,Google,Business Intern 2018,"Prague, Czechia","Responsibilities and detailed projects will be determined based on your educational background, interest and skills.","Currently enrolled in a Bachelor's or Master's degree program and maintaining student status throughout the internship. Priority is given to students graduating end of 2018 or in 2019 so please include your graduation date on your resume.
Returning to education on a full-time basis upon completing the internship.
Ability to commit to a minimum of 10 weeks and up to 6 months at Google.","Previous internship experience in Sales, Advertising, Consulting, Analysis, Customer Service, Marketing or related fields."
293,Google,"Communications Manager, Ads and Commerce","New York, NY, United States","Work closely with business and product teams to develop compelling communications materials.
Devise press strategies, clear messaging and communications guidance related to our ads offerings for specific audiences.
Develop and maintain close, productive relationships with journalists, key partners and influencers in the advertising and trade press.
Train and coach company spokespeople for press engagements.","BA/BS degree or equivalent practical experience.
3 years of relevant PR experience working directly with journalists and members of the media.","Experience working for digital marketing companies.
Online advertising industry knowledge.
Demonstrated ability to work calmly and maintain good judgment in fast-paced environments.
Ability to think, plan and execute on multiple projects simultaneously in an organized fashion.
Ability to work cross-functionally with colleagues in different countries and understand cultural differences.
Proven communicator with excellent written and verbal communication skills."
294,Google,"Product Marketing Manager, IoT, Google Cloud Platform","Kirkland, WA, United States","Build inspiring technology showcase assets that excite customers and drive awareness of Google Cloud Platform in the market and engage with key influencers.
Create innovative marketing campaigns and technology showcases for Google Cloud Platform.
Partner with developer relations and engineering to develop industry leading product demonstrations for major events, including executive keynotes.
Serve as the internal advocate for our assigned products, achieving pipeline creation and go-to-market goals.
Identify, develop and/or manage the creation of a variety of content types (written, videos, presentations, etc.) as needed to develop sales and marketing success.","BA/BS degree in a technical or marketing field or equivalent practical experience.
7 years of technology or software marketing experience.","Experience in marketing with IoT or streaming analytics technology.
Experience in building creative assets and marketing content.
Experience in planning and actioning multiple, complex marketing programs including budget management.
Demonstrated ability as a product or technology advocate, with the ability to collaborate with engineering and marketing teams.
Excellent communication and organizational skills."
295,Google,Business Intern 2018,"Zagreb, Croatia","Responsibilities and detailed projects will be determined based on your educational background, interest and skills.","Currently enrolled in a Bachelor's or Master's degree program and maintaining student status throughout the internship. Priority is given to students graduating end of 2018 or in 2019 so please include your graduation date on your resume.
Returning to education on a full-time basis upon completing the internship.
Ability to commit to a minimum of 10 weeks and up to 6 months at Google.","Previous internship experience in Sales, Advertising, Consulting, Analysis, Customer Service, Marketing or related fields."
296,Google,"Merchandising Manager, Games, Google Play (English, Russian)","London, United Kingdom","Define country merchandising strategy for the games vertical in Russia and other key EMEA markets.
Manage strategy for editorial content and key partner co-promotion opportunities.
Develop user insights for the games vertical, including understanding of game lifecycles and in-game events and growth activities.
Analyze internal data, market research and industry trends to make content promotion and editorial decisions.
Align with global stakeholders to execute against local, regional and global plans.","BA/BS degree or equivalent practical experience.
Experience in a Merchandising, Marketing and/or Partnerships role for an online commerce or digital content business.
Experience working with the Russian gaming market.
Ability to speak and write in English and Russian fluently and idiomatically.","Experience working in function or company focused on mobile gaming.
Ability to analyze research or performance data and analyses to optimize merchandising strategy.
Ability to work with partners to develop co-promotion or cross-promotion strategies and campaigns.
Ability to advise on strategies and product requirements to enhance merchandising capabilities.
Effective analytical and communication skills, with a collaborative working approach."
297,Google,Business Intern 2018,"London, United Kingdom","Responsibilities and detailed projects will be determined based on your educational background, interest and skills.","Currently enrolled in a Bachelor's or Master's degree program and maintaining student status throughout the internship. Priority is given to students graduating end of 2018 or in 2019 so please include your graduation date on your resume.
Returning to education on a full-time basis upon completing the internship.
Ability to commit to a minimum of 10 weeks and up to 6 months at Google.","Previous internship experience in Sales, Advertising, Consulting, Analysis, Customer Service, Marketing or related fields."
298,Google,"Product Marketing Manager, Google Play, Japan (English, Japanese)","Tokyo, Japan","Spearhead the launch and growth of Google Play in Japan - building positioning messages, planning execution and overseeing the overall success of Google’s digital content business.
Drive engagements with key retailers, mobile operators, developers and OEM partners to promote Google Play.
Be the advocate of the Google and Google Play brands, educating and guiding our partners and team.
Be the voice of users in Japan within the Google and Google Play teams, showcasing the unique needs of this region and shepherding product development that can best serve the needs of users.","BA/BS degree or equivalent practical experience.
Ability to speak and write in English and Japanese fluently and idiomatically.","Understanding of Google's strategic, competitive position, search, online advertising, or web publishing markets.
Excellent problem solving and analytical skills with a high degree of analytical rigor.
Solid organizational skills with ability to manage and coordinate projects that span multiple locations.
Passion for mobile gaming.
Outstanding written and oral communication skills in Japanese and English."
299,Google,"BOLD Intern, Summer 2018","Ann Arbor, MI, United States",Google interns are given a lot of responsibility and the opportunity to provide a meaningful contribution to their teams. Specific responsibilities are assigned to interns at the start of the program.,"Be currently enrolled in a 4-year BA/BS program, in any major, at a university in the United States with an expected graduation date between December 2018 and June 2019.
Be able to complete an 11-week program beginning in May or June 2018.
Have authorization to work in the United States.","Analytical skills and an interest in taking on business problems.
Interpersonal and organizational skills, with the ability to navigate an ambiguous environment.
Interest in the technology industry and Google’s business."
300,Google,"Industry Public Relations Manager, Google Cloud","San Francisco, CA, United States","Build net new programs that can scale with the business.
Secure participation from customers and partners in a variety of PR activities ranging from media to events.
Develop strategies and manage the day-to-day execution of public relations in industry focused publications and events.
Educate business press, analysts and other influencers about Google Cloud.
Manage ongoing executive communications opportunities including media briefings, speaking engagements, and customer and partner activities.","BA/BS degree or equivalent practical experience
5 years of relevant PR, media, or corporate communications experience.","Established media relationships and a solid understanding of cloud technologies.
Strong sense of accountability and ownership, combined with ability to delegate, motivate and develop team members.
Ability to deliver high quality work while managing multiple projects.
Strong research and analytical skills, with the ability to quickly identify trending topics and issues with a defined point of view.
Ability to engage with senior executives and leadership teams with excellent written and verbal communications skills.
Strong, clear writing style and excellent editing skills."
301,Google,"Partner Public Relations Manager, Google Cloud","Sunnyvale, CA, United States","Build new programs that can scale with the business.
Secure participation from partners in a variety of PR activities ranging from media to events.
Develop strategies and own day-to-day execution of public relations related to Google Cloud partners.
Educate business press, analysts and other influencers about Google Cloud.
Manage ongoing executive communications opportunities including media briefings, speaking engagements, and customer and partner activities.","BA/BS degree or equivalent practical experience.
5 years of relevant PR, media, or corporate communications experience.","Established media relationships and a solid understanding of cloud technologies.
Strong sense of accountability and ownership, combined with ability to delegate, motivate and develop team members.
Ability to deliver high quality work while managing multiple projects.
Strong research and analytical skills, with the ability to quickly identify trending topics and issues with a defined point of view.
Ability to engage with senior executives and leadership teams with excellent written and verbal communications skills.
Strong, clear writing style and excellent editing skills."
302,Google,"Communications Manager, Developer and Emerging Ads","Mountain View, CA, United States","Work closely with business and product teams to develop compelling communications materials.
Devise press strategies, clear messaging and communications guidance related to our ads offerings for specific audiences.
Develop and maintain close, productive relationships with journalists, key partners and influencers in the advertising and trade press.
Train and coach company spokespeople for press engagements.","BA/BS degree or equivalent practical experience.
3 years of relevant experience in a PR role working directly with journalists and members of the media.","Experience working for digital marketing companies.
Knowledge of the online advertising industry.
Demonstrated ability to operate efficiently and maintain good judgment in fast-paced environments.
Ability to think, plan and execute on multiple projects simultaneously in an organized fashion.
Ability to work cross-functionally with colleagues in various countries and an understanding of cultural differences.
Effective written and verbal communication skills."
303,Google,"Product Marketing Manager, IoT, Google Cloud Platform","Seattle, WA, United States","Build inspiring technology showcase assets that excite customers and drive awareness of Google Cloud Platform in the market and engage with key influencers.
Create innovative marketing campaigns and technology showcases for Google Cloud Platform.
Partner with developer relations and engineering to develop industry leading product demonstrations for major events, including executive keynotes.
Serve as the internal advocate for our assigned products, achieving pipeline creation and go-to-market goals.
Identify, develop and/or manage the creation of a variety of content types (written, videos, presentations, etc.) as needed to develop sales and marketing success.","BA/BS degree in a technical or marketing field or equivalent practical experience.
7 years of technology or software marketing experience.","Experience in marketing with IoT or streaming analytics technology.
Experience in building creative assets and marketing content.
Experience in planning and actioning multiple, complex marketing programs including budget management.
Demonstrated ability as a product or technology advocate, with the ability to collaborate with engineering and marketing teams.
Excellent communication and organizational skills."
304,Google,"Product Manager, Growth, Waze","Tel Aviv-Yafo, Israel","Lead efforts of mapping user behavior, analyze performance and understand how to communicate with our users at the right way and the right time.
Create, maintain and execute an active roadmap of our efforts to retain users and increase usage.
Maintain direct communication with Waze company leads (Growth, Partnerships, Engineering, UI/UX, Marketing, Business Intelligence).
Provide thought leadership through implementing growth best practices, identifying and testing opportunities and developing new strategies to accelerate Waze user growth.
Lead an analytical approach to understand user insights and analyze Waze conversion funnel. Partner with research and analytics teams to identify growth initiatives, drive learnings and performance optimization to increase user acquisition, engagement and retention.","BA/BS degree or equivalent practical experience.
Experience working with product and data analytics.
Leadership, project management, relationship management and change management experience.","Experience managing results driven advertising campaigns for large, complex clients with proficiency in online measurement, operations, ad networks, DSPs, digital video and/or Google platforms.
Experience influencing stakeholders to implement recommendations
Knowledge of online products, user behavior and product analytics tool.
Demonstrated ability to structure analyses and draw data-driven insights."
305,Google,"Associate Product Marketing Manager Program (APMM), Japan Hardware Marketing","Tokyo, Japan","Conduct business analysis and other analytical activities to support Marketing strategy.
Drive and support strategic projects and initiatives.
Identify and develop key marketing operations processes to improve overall organizational efficiency and effectiveness.
Support executive communication within Marketing and to other cross-functional teams.
Work with external partners and coordinate on partnership/retail marketing.","BA/BS degree or equivalent practical experience.
1 year of work experience in marketing, consulting or related field.
Ability to speak and write in English and Japanese fluently and idiomatically.","Experience in management consulting, banking, or another role requiring rigorous analytical problem solving and quantitative analysis.
Demonstrated understanding of Google's products and the broader technology industry.
Demonstrated analytical success. Demonstrated capacity for developing and understanding strategy.
Penchant for technology, with demonstrated creativity and leadership skills to execute effectively. Ability to communicate findings to senior management.
Effective written and verbal communication skills, distinctive problem solving and analysis skills, and strong interpersonal skills, as well as impeccable business judgment."
306,Google,"Internal Communications Manager, Ads and Commerce","Mountain View, CA, United States","Develop, write, and edit communications for senior executives, including emails, Google+ posts, and presentations.
Develop creative strategies for communicating to employees: plan the frequency of and vehicles for communications, and coordinate across different areas of the business and the company.
Interact with, and influence executives, and provide advice that reflects an understanding of their business and leadership style.
Manage the end-to-end process for large company-wide events.
Provide strong communications and program management support for large internal reorganizations.","BA/BS degree or equivalent practical experience.
5 years of experience in media, government or non-profit environment, with a focus on writing and/or editorial responsibilities.","Graphic design abilities with excellent creative and visual skills, including slide design, with experience using Google Slides or other presentation software.
Demonstrated ability to work calmly and maintain good judgment in fast-paced, high-stress environments.
Effective team player who can lead efforts across disciplines.
Proven communicator - excellent written and verbal communications skills."
307,Google,"Global Campaigns Manager, Google Cloud (Apigee)","Sunnyvale, CA, United States","Create integrated marketing campaigns that drive demand and leads through the acquisition of new customers for Apigee - including campaign execution, tracking and measurement through Marketo and Salesforce systems.
Demonstrate accountability for achieving individual and shared goals, working closely with sales teams to set expectations for lead volume and quality, conversion rates, and lead follow-up and nurturing.
Test and refine new marketing approaches and channels to reach and engage key audiences.
Collaborate on global campaigns across three key regions (AMER, EMEA, APAC), and work collaboratively with the global team to synthesize learnings and performance insights.","5 years of experience in the Marketing industry.
Experience in product integration and end-to-end campaign attribution with Marketo and Salesforce.com.
End-to-end marketing campaign planning and execution experience","Experience designing, building, and launching successful B2B enterprise software lead and demand generation campaigns.
Expertise with ABM tactics as well as email, search, display and social marketing techniques.
Strong knowledge of measurement approaches including multi-touch attribution.
Problem-solver with the ability to run analyses, track metrics, and find creative ways to optimize performance. Expertise with marketing optimization programs and website analytics.
Proven project management skills, e.g. managing cross-functional teams, external creative and media agencies, and marketing vendors. Ability to create effective relationships to influence and collaborate, across all levels."
308,Google,"Content Strategist, Consumers, Google Technical Services","Boulder, CO, United States","Help drive the development of the online help content strategy across multiple Google products and edit help center articles ensuring style guide standards are followed.
Work with and coach content managers to develop effective educational material to help users get the most out of products.
Drive innovation and experimentation in leading edge content formats, information architecture and rich media.
Scale best practices in content creation, including setting quality standards, implementing reviews and making process improvements.
Partner cross-functionally with legal, PR and other editorial groups to ensure a consistently high standard of content is produced.",BA/BS degree or equivalent practical experience.,"BA/BS degree in English or Journalism.
8 years of experience in online content production, editing, or marketing communications for consumer-focused communications.
Demonstrated understanding of user experience principles, rich media and social media.
Experience writing inspiring, benefit-oriented, consumer-focused copy.
Excellent communication and interpersonal skills; ability to build strong relationships with cross functional partners and to mentor junior team members.
Excellent problem-solving skills and impeccable business judgment."
309,Google,"Customer Growth Marketing Manager, Google Cloud","Sunnyvale, CA, United States","Develop, implement and optimize scaled campaigns to drive Google Cloud customer engagement and retention to increase product engagement.
Manage agency partners to produce excellent creative work, including conducting initial briefing, budgeting, creative ideating, evaluating ideas, and driving final production.
Lead special projects that test new marketing approaches and use analytics in order to better understand potential customers.
Work with data science teams to build models and recommendation engines that power customer acquisition programs.","BA/BS degree or equivalent practical experience.
5 years of experience with technology or software marketing.","Experience collaborating cross-functionally and building consensus amongst multiple senior stakeholders.
Experience in management consulting, corporate strategy, investment banking or other role with a focus on analytics and strategic thinking.
Passion for building new products and businesses.
Ability to think strategically and and deliver high-quality work in a fast past environment.
Distinctive problem-solving, strategic, and analytical capabilities. Demonstrated capacity to roll out complex, data-driven marketing campaigns.
Skilled communicator with strong written and verbal communication and interpersonal skills, including both professional and casual style of communication."
310,Google,MBA Intern (Korean-English Bilingual) 2018,"Seoul, South Korea",Responsibilities vary by role.,"Must be pursuing a full-time MBA program with an expected graduation date between December 2018 and June 2019.
Be able to complete a minimum 10 week program at the Seoul office in 2018.
Ability to speak and write in English and Korean fluently and idiomatically.","3 years of relevant work experience in the areas of mobile apps and games, mobile business, distribution channels, and competitive landscape.
Demonstrated passion for mobile apps and games, mobile technology, and the broader mobile business.
Excellent analytical skills, with the ability to overcome strategic business challenges.
Excellent critical-thinking skills, with the ability to demonstrate and maintain self-motivation."
311,Google,"Product Marketing Manager, Databases, Google Cloud","Mountain View, CA, United States","Create innovative marketing and technology showcases that excite customers and drive awareness of Google Cloud Platform in the market and engage with key influencers.
Partner with developer relations and engineering to develop industry leading product demonstrations for major events, including executive keynotes.
Serve as the internal advocate for our assigned products, ensuring strategic goals can be achieved.
Identify, develop and manage the creation of a variety of content types – written, videos, presentations, etc., – as needed to fuel sales and marketing success.
Build world-class, inspiring cloud assets that excite customers.","BA/BS degree in a technical field or equivalent practical experience.
7 years of experience in marketing database or storage products in the business space.
Experience working with and developing content for non-technical users (defining requirements, explaining technical concepts to non-technical business users, etc.)","Experience in planning and actioning multiple complex marketing programs, including budget management.
Experience with enterprise SaaS and cloud infrastructure products and offerings.
Experience in building creative assets and marketing content.
Demonstrated ability as a product or technology advocate, with the ability to collaborate with engineering and marketing teams.
Proven ability as a product or technology advocate with outstanding written and oral communication skills and strong organizational skills."
312,Google,Communications Manager (Full-time/Part-time),"Tokyo, Japan","Develop, manage and execute proactive PR campaigns for specific Google products or issues. Serve as a company spokesperson on selected media opportunities in relation to specific product or focus areas.
Collaborate with Google Engineering, Product, Sales, Policy and Marketing teams to create compelling communications strategies that illustrate the functionality and key benefits of our consumer and advertising products.
Manage media enquiries, determining the factors involved and recommending next steps. Manage a PR agency to help support day-to-day enquiries, special projects and events.
Develop close, productive relationships with journalists, product reviewers and our key partners in Japan.
Develop written materials, including story pitches, messaging guidelines, press releases, Q&As, presentations and speeches.","BA/BS degree or equivalent practical experience.
5 years of professional experience in a business, media or non-profit environment.
Business level communication in Japanese and English.","Experience in strategic planning, communications activities, and dealing with senior management and stakeholders.
Demonstrated understanding of technology issues, or an ability to learn about them quickly. Understanding of the media and entertainment industries.
Ability to think, plan and execute on multiple projects simultaneously in an organized fashion, as well as to work in a start-up environment.
Ability to work calmly and to maintain good judgment in a fast-paced environment, as well as the ability to escalate appropriately. Work with colleagues in different countries and understand cultural differences.
Excellent written and verbal communications skills, with careful attention to detail and the ability to deliver communications plans."
313,Google,"Central Strategy and Operations Lead, Cloud Marketing","Mountain View, CA, United States","Manage strategic planning processes efficiently and effectively. Lead performance and data analyses to recommend, substantiate or reject priorities.
Be a thought partner for organizational design in a growing team. Leverage best practices, benchmarking and run analyses to recommend optimal staffing models.
Manage data-driven budget planning. Create principles and strategy-based allocations.
Provide operational oversight of individual strategy/ops deliverables or projects.
Coordinate central planning, organizational design and resource allocation work with all Marketing teams, and ensure cohesion of strategy, process and execution.","BA/BS degree or equivalent practical experience.
6 years of work experience in consulting/operations/project management or related role.","MBA degree.
Experience with consulting.
Ability to build collaboration, credibility and relationships quickly across functions and levels.
Ability to multi-task and advance activities across concurrent workstreams. Ability to work in a dynamic, fast-paced environment.
Strong project management skills and attention to detail.
Excellent communication skills with a demonstrated ability to communicate complex concepts concisely and clearly."
314,Google,"MBA Intern, Summer 2018","Ann Arbor, MI, United States",Google interns are given a lot of responsibility and the opportunity to give a meaningful contribution to their teams. Specific responsibilities are assigned to interns at the start of the program.,"Must be pursuing a full-time MBA program with an expected graduation date between December 2018 and June 2019.
Have authorization to work in the United States.
Be able to complete a 11-12 week program beginning in May or June 2018.","Interest in the technology industry and Google’s business.
Demonstrated critical thinking skills and independent motivation.
Excellent project management, interpersonal and organizational skills, with the ability to drive and implement ideas in a changing environment.
Analytical skills, and ability to solve highly strategic and difficult business problems."
315,Google,Business Intern 2018,"Etterbeek, Belgium","Responsibilities and detailed projects will be determined based on your educational background, interest and skills.","Currently enrolled in a Bachelor's or Master's degree program and maintaining student status throughout the internship. Priority is given to students graduating end of 2018 or in 2019 so please include your graduation date on your resume.
Returning to education on a full-time basis upon completing the internship.
Ability to commit to a minimum of 10 weeks and up to 6 months at Google.","Previous internship experience in Sales, Advertising, Consulting, Analysis, Customer Service, Marketing or related fields."
316,Google,Media Research Manager (English and Turkish speaker),"Istanbul, Turkey","Demonstrate the value of Google Advertising and Media Properties (e.g., AdWords, Google Search, YouTube, etc.) to advertising partners and clients via the execution of innovative, unique, and compelling research studies
Draft surveys, construct marketing tests and utilize third-party research services to provide clients with valuable insights for their marketing strategies
Drive the design and implementation of quantitative and qualitative studies to address existing business issues across other divisions of the company (e.g., Marketing, Product)
Develop business-relevant conclusions from studies and effectively communicate them to board level audience
Determine return on investment of research initiatives","BA/BS degree or equivalent practical experience.
Experience in marketing and/or media research, data analysis, insights generation, brand thought leadership (client or agency side) and/or consulting.
Experience with local market research with customer-facing, consultative and communication experience.
Ability to speak and write English and Turkish fluently and idiomatically.","MS or PhD in a related field with a quantitative emphasis.
Experience in consumer insights, advertising effectiveness research and audience measurement (including online advertising) and expertise with a wide variety of methodologies.
Strong leadership and project management skills, with the ability to manage multi-country projects.
Deep interest in online advertising, digital media consumption patterns and branding measurement."
317,Google,"SEO Strategist, Online Experience, Google Cloud","Sunnyvale, CA, United States","Advise, collaborate with, and synthesize feedback from Marketing, Product, and Engineering partners to ensure consistency in search engine optimization strategy and analysis.
Keep pace with the industry, search engine, and internet marketing industry trends and developments and report changes as needed.
Maintain and develop the site structure to ensure quality, content, and readability by search engines, including work with back-end elements such as redirects, robots.txt, metadata, site speed monitoring, and to optimize website performance.
Create content strategy and architecture recommendations for Google Cloud web properties.
Drive keyword research analysis to inform organic search optimization, information architecture, and landing page optimization, in close partnership with paid media and nurture teams.","5 years of experience implementing and managing SEO strategy for enterprise-level websites.
Experience working with Google App Engine, Search Console and Google Analytics.","Experience with scripting languages and an advanced understanding of spreadsheet software (pivot tables, lookup function and conditional functions).
Experience with WebGL and JavaScript libraries (e.g. Closure, AngularJS, Greensock) and Canvas/CSS animation.
Experience working in a fast paced environment, with attention to detail, including the ability to work independently, proactively make recommendations, and to work with high-level stakeholders.
Demonstrated leadership and self-direction. Willingness to both teach others and learn new techniques.
Effective problem solving and analytical skills, with the ability to dig extensively into metrics and analytics.
Effective communication skills, including the ability to take complex, ambitious topics and create compelling narratives for different audiences."
318,Google,Business Intern 2018,"Athens, Greece","Responsibilities and detailed projects will be determined based on your educational background, interest and skills.","Currently enrolled in a Bachelor's or Master's degree program and maintaining student status throughout the internship. Priority is given to students graduating end of 2018 or in 2019 so please include your graduation date on your resume.
Returning to education on a full-time basis upon completing the internship.
Ability to commit to a minimum of 10 weeks and up to 6 months at Google.","Previous internship experience in Sales, Advertising, Consulting, Analysis, Customer Service, Marketing or related fields."
319,Google,"Americas Books Merchandising Manager, Google Play","Mountain View, CA, United States","Manage direct reports, analyze internal data, market research and industry trends to understand what content works best per market
Set merchandising strategy for the Books vertical for the Americas and identify new opportunities for growth
Coordinate and launch effective online features and promotions. Work with internal Marketing teams and publishers via the Business Development team to build awareness of our programs
Analyze and report on the results of features and promotions; incorporate the learnings into future plans
Work with Product teams to launch new store features and tools to increase efficiency","BA/BS degree or equivalent practical experience
5 years of experience in a merchandising, marketing, or partnerships role for an online commerce or digital content business
Ability to speak and write in English fluently and idiomatically","Knowledge of and experience with online merchandising best practiceStrong analytical skills; ability to take apart research or performance data, draw insights and apply those insights to optimize merchandising strategy
Ability to advise on strategies and product requirements to enhance merchandising capabilitiesTrack record for successful prioritization, meeting critical deadlines, and enthusiastically taking on challenges with an eye toward problem solving
Ability to influence without authority, working with technical and cross-functional teams who do not report into this role to get things doneExperience managing a small team
Strong verbal and written communication skills, especially across multiple regions/time zones"
320,Google,Internal Executive Communications and Event Producer,"Sunnyvale, CA, United States","Lead the creative development and delivery of key internal meetings for Google Cloud.
Manage projects working across multiple concurrent deadlines, keeping track of budgets, empowering team members and hiring freelance support if needed.
Work effectively with global teammates and executives (sometimes across multiple locations and time-zones) to gather feedback and input, ensuring stakeholders are informed at all times.
Assist with event logistics when necessary.","BA/BS degree or equivalent practical experience.
10 years of experience in internal communications or executive communications.
Experience managing event timetables, budgets and production staff (in house or contracted).","Experience with script writing.
Experience managing agencies and employees for an in-house creative team and/or serving as a client manager at an agency.
Proficiency in presentation software, video production, and live meeting production.
Demonstrated ability to work calmly and maintain good judgment in fast-paced, dynamic environments.
Ability to interact with executives.
Excellent written and verbal communications skills."
321,YouTube,"Consumer Product Marketing Manager, YouTube","Mexico City, Mexico","Seek actionable consumer insights to inform product and marketing strategy, and advocate for the consumer across marketing, product and partners.
Act as a key leader for YouTube product marketing, utilizing robust consumer insights to build comprehensive marketing strategy and plans for new YouTube products and features. Drive consumer insights, competitive analysis, product positioning, naming, objectives and metrics, and overall GTM strategy. Work with a cross-functional team across product development, engineering, partnerships, sales, marketing communications, PR, legal, and more.
Play a key role in broad strategic initiatives, including helping to build YouTube’s overall marketing strategy and plans, or building plans for new strategic opportunities.
Partner closely with the YouTube vertical directors to drive YouTube’s vertical marketing strategy across the key areas of entertainment and music, in order to drive daily engagement, watch time and brand perception.
Contribute to new YouTube initiatives, through partnership with product, engineering, partner, marketing communications, legal and PR. Use analysis and data-driven decision making to devise near-term and long-term strategies for how to grow YouTube’s newest businesses.","BA/BS degree or equivalent practical experience.
5 years of work experience in consumer product marketing leadership.","MBA degree.
Demonstrated passion for consumers and consumer experiences, with the ability to utilize consumer insights and data to drive action that improves customer experience.
Ability to effectively influence and communicate cross-functionally across all levels of management.
Effective leadership and communication skills, with the ability to build strong collaborative partnerships with product teams, and adept at influencing product strategy and investment with consumer insights and data."
322,Google,"MBA Intern, Summer 2018","New York, NY, United States",Google interns are given a lot of responsibility and the opportunity to give a meaningful contribution to their teams. Specific responsibilities are assigned to interns at the start of the program.,"Must be pursuing a full-time MBA program with an expected graduation date between December 2018 and June 2019.
Have authorization to work in the United States.
Be able to complete a 11-12 week program beginning in May or June 2018.","Interest in the technology industry and Google’s business.
Demonstrated critical thinking skills and independent motivation.
Excellent project management, interpersonal and organizational skills, with the ability to drive and implement ideas in a changing environment.
Analytical skills, and ability to solve highly strategic and difficult business problems."
323,Google,"MBA Intern, Summer 2018","Boulder, CO, United States",Google interns are given a lot of responsibility and the opportunity to give a meaningful contribution to their teams. Specific responsibilities are assigned to interns at the start of the program.,"Must be pursuing a full-time MBA program with an expected graduation date between December 2018 and June 2019.
Have authorization to work in the United States.
Be able to complete a 11-12 week program beginning in May or June 2018.","Interest in the technology industry and Google’s business.
Demonstrated critical thinking skills and independent motivation.
Excellent project management, interpersonal and organizational skills, with the ability to drive and implement ideas in a changing environment.
Analytical skills, and ability to solve highly strategic and difficult business problems."
324,Google,"Visual Designer, Brand Studio","San Francisco, CA, United States","Develop creative using a proven ability in the areas of narrative, conceptual (crafting stories and building brands) and graphic design (typography, layout and how it extends across digital)
Execute against several work-streams in a fast-paced, ambiguous environment and deliver strategically sound, conceptually based, iconic experiences
Drive projects from start to finish, collaborating with Marketing, Engineering, and other web designers and developers
Contribute strategically to the development of brand/product identities and create aesthetically excellent work that is true to the Google brand spirit
Work with external agencies (experience, design and production, etc.), managing creative work-streams, including providing constructive feedback, managing creative approvals, and insisting on visually stunning output","BA/BS degree in Graphic Design or equivalent practical experience.
6 years of experience in a Marketing-specific Visual Design-related field at a design/interactive agency or in-house team.
A portfolio of brand-defining websites, apps and artifacts, identities, etc. Including illustration and visualizations for print, on-screen graphic design, and environmental experiences.
Demonstrated experience with Sketch, Adobe Photoshop, Adobe Illustrator, and other design tools.","Prototyping (Principle, Framer, etc.) exhibition design and environmental graphics
Solid understanding of how to create assets for multi-resolution platforms
Knowledge of design and technology trends and how to apply these to Google projects"
325,Google,Digital Marketing Strategist (German),"Dublin, Ireland","Develop a deep understanding of our strategic products (Mobile, Brand, Conversion Tracking, Shopping) and the scenarios in which they are a good fit for our clients.
Know our internal tools and how they can be used in the team, account or campaign level to identify opportunities for our clients.
Implement solutions, track performance and optimize against advertiser goals.
Report on key performance indicators and value delivered for the team.
Create proposals to represent solution design around client goals.","BA/BS degree or equivalent practical experience.
Ability to speak and write in English and German fluently and idiomatically.","Client service/account management experience.
Experience in data analysis and reporting.
Ability to operate independently, and also collaborate as part of a tight-knit team.
Ability to work in fast-paced environments with effective time-management skills.
Excellent analytical and problem-solving skills."
326,Google,"Field Marketing Manager, Apigee","Sunnyvale, CA, United States","Develop, socialize and get buy-in of a regional marketing strategy and programs, working closely with America’s marketing and local sales leadership teams.
Strategize, execute, rollout and optimize new customer acquisition campaigns and programs aligned to horizontal and vertical solutions including events, outbound campaigns, external trade shows and customer stories.
Strategize, execute, rollout and optimize campaigns to drive customer retention, product engagement, and retention including customer conferences, seminars, education and engagement tactics.
Grow awareness, familiarity and perception for Apigee and Google Cloud in key local cities and markets amongst CxO of enterprise and start-ups in the region.
Work closely with the sales teams and Demand Management team to drive opportunity and business growth.","BA/BS degree or equivalent practical experience.
6 years of experience in B2B marketing or field marketing.
Experience with the cloud IT market and the business and developer audiences, enterprise software purchase cycles, cloud based subscription markets.","Experience planning and executing multiple, complex marketing programs. Project management skills including: managing agencies, vendors and global projects.
Understanding of the enterprise software purchase, development and implementation sales cycles.
Familiarity with CRM systems (Salesforce.com and marketing automation tools (Marketo or similar) and tracking tools to assess campaign effectiveness.
Distinctive problem-solving, strategic and analytical capabilities with a strong track record of setting and delivering against measurable marketing metrics. Strong communication skills in both business and technical situations.
Comfortable talking to technical audiences and able to express complex concepts in plain language to reach broader audiences."
327,Google,"Head of Internal Communications, Distribution and Go-to-Market, Google Cloud","Sunnyvale, CA, United States","Be accountable for a team of communications professionals, including their career development.
Develop, write and edit communications for executives, including emails, Google+ posts and internal and external presentations.
Develop creative strategies for communicating to employees and customers; plan the frequency of, and vehicles for, communications and coordinate across different areas of the business and the company.
Manage internal communications strategic plans and initiatives, from beginning to end.
Interact with and influence executives, and provide advice that reflects an understanding of their business and leadership style.","BA/BS degree or equivalent practical experience.
10 years of experience in internal and/or executive communications.
Experience building teams and coaching employees.","Experience in Project Management and coordinating content for events.
Experience using presentation software.
Demonstrated ability to work calmly and maintain good judgment in fast-paced, high-stress environments.
Effective team player who can lead efforts across disciplines
Excellent verbal and written communication, creative and visual skills, including video production and slide design."
